name,predicted_phrases
00024_04965.txt,
00030_08877.txt,
00050_05750.txt,
00057_04788.txt,"Loaded_Language: без боя освободили, 
Name_Calling,Labeling: ВСУшники, 
Repetition: Старобельск и Северодонецк, 
Causal_Oversimplification: Армия Киева покинула Старобельск и Северодонецк, 
Doubt: Эти данные подтверждают местные жители"
00085_01092.txt,
00106_06678.txt,
00110_07414.txt,
00111_07411.txt,
00114_06197.txt,
00122_00657.txt,
00131_00214.txt,
00140_03617.txt,"Loaded_Language: националистические батальоны, 
Loaded_Language: поражен 821 военный объект Украины, 
Loaded_Language: уничтожено 87 танков, 
Repetition: подразделения российских ВС установили полный контроль, 
Repetition: огонь ведётся только по военной инфраструктуре, 
Causal_Oversimplification: исключения провокаций со стороны Украины, 
Flag-Waving: Военнослужащие РФ предпринимают все меры для обеспечения безопасности мирных жителей"
00141_05998.txt,
00142_06814.txt,"Loaded_Language: Нацисты 'Азова', 
Loaded_Language: Защитники грёбаные, 
Name_Calling,Labeling: Нацисты 'Азова', 
Name_Calling,Labeling: Защитники грёбаные, 
Appeal_to_fear-prejudice: прячут бронетехнику во дворах В Мариуполе"
00152_05775.txt,
00159_01332.txt,"Loaded_Language: самых опасных преступников, 
Causal_Oversimplification: возможностью вернуть смертную казнь, 
Doubt: приостановку членства России в Совете Европы"
00175_09016.txt,
00192_07660.txt,
00205_02094.txt,
00206_05048.txt,
00215_06538.txt,
00217_02980.txt,"Loaded_Language: все гражданские лица, которые будут находиться на улице в период комендантского часа, будут считаться членами диверсионно-разведывательных групп врага, 
Appeal_to_fear-prejudice: Для более эффективной обороны столицы и безопасности ее жителей, 
Exaggeration,Minimisation: Все гражданские лица, которые будут находиться на улице в период комендантского часа, будут считаться членами диверсионно-разведывательных групп врага"
00219_03096.txt,
00239_04271.txt,
00246_03331.txt,
00251_04488.txt,"Loaded_Language: разгромили колонну военных из Чечни, 
Doubt: Пишут, что якобы убит соратник Кадырова Магомед Тушаев"
00260_05414.txt,
00281_08223.txt,
00296_00654.txt,Loaded_Language: разбитой колонной наших артиллеристов.
00301_02068.txt,
00314_00222.txt,
00317_00238.txt,"Loaded_Language: Глава Чечни выступил перед несколькими тысячами чеченских силовиков, 
Name_Calling,Labeling: действующим экс-президентом Украины, 
Repetition: извиниться перед Путиным"
00318_09669.txt,"Name_Calling,Labeling: Ukraine isn’t a real country."
00339_07749.txt,"Loaded_Language: развертыванием систем залпового огня в жилых кварталах, 
Doubt: раздумывает над тем, принимать ли предложение Кремля о переговорах"
00349_00495.txt,"Loaded_Language: сложили оружие и добровольно перешли на сторону ЛНР, 
Bandwagon: Подписывайся @sev_polit_takt чтобы ничего не пропустить"
00362_08129.txt,
00368_05928.txt,
00377_05067.txt,"Loaded_Language: разгромила огромную колонну военной техники, 
Exaggeration,Minimisation: и это лишь то, что попало в кадр!"
00386_05219.txt,"Loaded_Language: подогревают замерзающих военнослужащих, 
Name_Calling,Labeling: военнослужащих ВСУ, 
Exaggeration,Minimisation: замерзающих"
00388_07119.txt,
00396_00668.txt,
00397_00736.txt,"Loaded_Language: Вперёд, братья!"
00401_05181.txt,
00404_00382.txt,"Loaded_Language: Путин — это не русский народ., 
Whataboutism: русский народ хотел этого ещё в 2014."
00419_08219.txt,
00432_05361.txt,
00433_02721.txt,"Loaded_Language: настоящую угрозу миру, 
Name_Calling,Labeling: посольство КНР в России"
00437_07345.txt,
00453_08171.txt,"Loaded_Language: немедленно прекратить военные действия, 
Flag-Waving: НАТО призывает Россию"
00455_02773.txt,"Loaded_Language: уровень бардака, который творится у украинской столице, 
Causal_Oversimplification: ошибочно приняли за диверсанта"
00477_02619.txt,"Loaded_Language: ВОЕННОЕ ПРЕСТУПЛЕНИЕ, 
Loaded_Language: бьют градами, 
Loaded_Language: плотной жилой застройке, 
Loaded_Language: накрыть российскую колонну, 
Name_Calling,Labeling: ЗЕЛЕНСКОМУ ВЫСШАЯ МЕРА!!!"
00479_05683.txt,
00482_03880.txt,
00489_09039.txt,
00494_06720.txt,
00497_05385.txt,"Loaded_Language: занесенный над Россией кинжал Вашингтона, 
Name_Calling,Labeling: Вашингтона, 
Appeal_to_fear-prejudice: не может допустить превращения Украины в занесенный над Россией кинжал"
00509_02435.txt,
00534_05653.txt,
00553_02602.txt,"Loaded_Language: очередную духоподъемную дичь, 
Name_Calling,Labeling: Антифашистов, 
Exaggeration,Minimisation: небо Украины под полным контролем, 
Doubt: даже разоблачать не хочется"
00572_03442.txt,"Loaded_Language: второй ударный байрактор, 
Repetition: второй беспилотник в том же районе, 
Doubt: Ждём детали с места."
00582_04944.txt,"Loaded_Language: полные блокирующие санкции, 
Name_Calling,Labeling: РФПИ, 
Repetition: Вашингтон пообещал ввести полные блокирующие санкции, 
Appeal_to_fear-prejudice: блокирующие санкции против РФПИ"
00584_05470.txt,
00593_04933.txt,
00611_07845.txt,
00643_01650.txt,
00674_03988.txt,
00689_04099.txt,
00692_07708.txt,Loaded_Language: Зеленского в какой-то момент ждет трибунал
00694_02816.txt,"Loaded_Language: ваши шкурки полиняют, попки свалятся с удобных стульчиков, 
Loaded_Language: подлые, трусливые, гнусные, 
Loaded_Language: мразям типа Порошенко, Яценюка и Турчинова, 
Name_Calling,Labeling: даунами, орками, алкашами и ублюдками, 
Repetition: Мы 8 лет в нем живем, 
Repetition: Мы же предупреждали, мы просили!!!, 
Appeal_to_fear-prejudice: вы, конечно же, выходили на ваш майдан и кричали: Порошенко, Зеленский, прекрати. Да? Нет?, 
Exaggeration,Minimisation: 15 тысяч! 15, блин, тысяч убито из-за вас., 
Thought-terminating_Cliches: Боже, сохрани от этого!, 
Whataboutism: А сколько погибло от рака, инфарктов и инсультов от многолетнего стресса? Но мы же орки, нас не жаль., 
Doubt: Как думаете сейчас, ему не было страшно?"
00707_08697.txt,"Loaded_Language: всполошились за последние дни, 
Name_Calling,Labeling: иностранным СМИ, 
Doubt: где вы были все 8 лет?"
00722_08083.txt,"Repetition: обеспечивает себя основными видами продовольствия - зерном и продуктами его переработки, мясной и рыбной продукцией, сахаром, растительным маслом и другими ключевыми продуктами питания,, 
Exaggeration,Minimisation: потребность в импортных товарах незначительна"
00743_00726.txt,"Loaded_Language: террористическим, 
Loaded_Language: убийстве русских, 
Loaded_Language: террорист не уйдет, 
Loaded_Language: государственного терроризма, 
Name_Calling,Labeling: террористический режим, 
Appeal_to_fear-prejudice: физического устранения руководства Украины, 
Appeal_to_fear-prejudice: значительный деморализующий эффект для руководства Украины, 
Causal_Oversimplification: Любая поддержка Украины из вне становится «поддержкой террористического режима»"
00744_09035.txt,"Loaded_Language: неонацисткая мразь, 
Loaded_Language: искренение фашизма, 
Loaded_Language: антисемитизма, 
Loaded_Language: русофобии, 
Name_Calling,Labeling: неонацисткая мразь, 
Repetition: Денацификация Украины становится уже неизбежной., 
Appeal_to_fear-prejudice: Но никакой мир на Украине невозможен без денацификации - искоренения фашизма, антисемитизма, русофобии..., 
Flag-Waving: нашей родной Украине, 
Exaggeration,Minimisation: прежние украинские власти... так старательно выкармливали"
00749_08842.txt,
00755_03970.txt,
00759_05160.txt,"Loaded_Language: Героически убитые, 
Name_Calling,Labeling: похороненные Зеленским пограничники, 
Exaggeration,Minimisation: добровольно сложили оружие"
00766_01651.txt,"Loaded_Language: на Украине и вышиб себе мозги, 
Name_Calling,Labeling: агрессором, 
Exaggeration,Minimisation: мог нам сейчас очень интересно рассказывать про украинские перемоги"
00778_02718.txt,
00779_05445.txt,
00783_00972.txt,
00787_01138.txt,"Loaded_Language: массированным обстрелом, 
Loaded_Language: множество прилетов, 
Exaggeration,Minimisation: прямые прилеты по ЖД вокзалу и округе"
00796_06066.txt,
00815_08005.txt,
00818_08242.txt,
00879_00496.txt,"Loaded_Language: гарантирует неиспользование хранящихся там ядерных материалов для создания 'грязной бомбы', 
Bandwagon: Подписывайся @sev_polit_takt чтобы ничего не пропустить"
00890_05009.txt,"Loaded_Language: агрессивных действий российской стороны, 
Exaggeration,Minimisation: эскалацию прямолинейной попыткой подтолкнуть Украину к принятию неприемлемых условий, 
Doubt: не согласился с заявлением Кремля, что в пятницу российские военные приостановили наступление."
00891_02689.txt,"Loaded_Language: убиты около 60 диверсантов, 
Doubt: но сильно сомневаемся, что это были диверсанты, 
Exaggeration,Minimisation: сама цифра, честно говоря, смущает, 
Appeal_to_fear-prejudice: Что касается наркоторговцев, то это радикально, но одобряемо."
00896_05947.txt,
00898_03137.txt,
00902_03079.txt,
00933_01949.txt,"Loaded_Language: мародеры пытались захватить машину АТБ с продуктами, 
Exaggeration,Minimisation: раздали калаши всем желающим, 
Appeal_to_fear-prejudice: мародеры пытались захватить машину"
00941_03984.txt,
00956_04617.txt,
00980_06432.txt,
00993_06387.txt,"Loaded_Language: недобитки фашистские, 
Loaded_Language: гневные отповеди с переходом на личности, 
Loaded_Language: жизни нацистских преступников дороже жизней мирных жителей Донбасса, 
Name_Calling,Labeling: новый Гитлер, оккупант и агрессор, 
Repetition: Я поддерживаю Владимира Владимировича Путина и российскую армию., 
Exaggeration,Minimisation: Война это всегда плохо. Но я рада, что сейчас торжествует справедливость., 
Appeal_to_fear-prejudice: если твое мнение противоположное-то сразу записывают в сепаратисты, шовинисты, предатели и враги., 
Bandwagon: мы все разделяем это мировоззрение."
01007_00497.txt,"Loaded_Language: тяжёлое вооружение, 
Loaded_Language: живого щита, 
Loaded_Language: шайкой наркоманов и неонацистов, 
Loaded_Language: мужественно, профессионально и героически, 
Name_Calling,Labeling: бандеровцы и неонацисты, 
Exaggeration,Minimisation: взяла в заложники весь украинский народ, 
Appeal_to_fear-prejudice: неонацисты планируют использовать детей, жен и стариков в качестве живого щита, 
Flag-Waving: Берите власть в свои руки, похоже, нам с вами будет легче договориться"
01014_04568.txt,
01048_06463.txt,
01055_01099.txt,"Loaded_Language: заколебала всех, 
Name_Calling,Labeling: талибы, 
Causal_Oversimplification: что талибы призвали к мирному урегулированию"
01063_03375.txt,
01064_05349.txt,
01077_09672.txt,
01089_04742.txt,"Loaded_Language: бросают НАТОвские пушки, 
Loaded_Language: бегут с позиций, 
Loaded_Language: бросается на поле боя, 
Loaded_Language: тянуть тяжёлую бандуру, 
Name_Calling,Labeling: Проданные шведские противотанковые ракетницы NLAW не помогают ВСУ, 
Exaggeration,Minimisation: Натовская помощь попросту бросается на поле боя, 
Causal_Oversimplification: так как отступать и тянуть тяжёлую бандуру не практично."
01102_03531.txt,"Flag-Waving: Дети Донбасса начали обучение в русских школах, 
Repetition: они учатся в обычных классах вместе с российскими детьми."
08680_09512.txt,
08692_03401.txt,Loaded_Language: хохлушки
08716_01344.txt,"Loaded_Language: Клоун Зеленский обманывает вас. Говорит чушь и ерунду., 
Repetition: нет потерь, нет раненых, нет даже солдат с царапиной или насморком, 
Appeal_to_fear-prejudice: Будут страдать женщины и дети, если вы не выйдете и не очистите свои города от преступной власти., 
Bandwagon: А 99% населения России поддерживают решение президента."
08722_04043.txt,"Loaded_Language: сильных взрыва, 
Appeal_to_fear-prejudice: Все в укрытие!"
08724_06736.txt,"Loaded_Language: получает пизды, 
Loaded_Language: подержаться за горло, 
Loaded_Language: виновны в страданиях мирного населения Донбасса, 
Loaded_Language: Карма их настигла., 
Name_Calling,Labeling: укровских артиллеристов, 
Exaggeration,Minimisation: Каждый ополченец мечтал дотянуться до укровских артиллеристов, 
Appeal_to_fear-prejudice: виновны в страданиях мирного населения Донбасса"
08726_03295.txt,
08729_07723.txt,
08730_07442.txt,"Loaded_Language: высокопоставленного турецкого чиновника, 
Doubt: Турция еще не приняла решения о закрытии проливов для российских кораблей, 
Causal_Oversimplification: Очень похоже на желание поторговаться."
08732_08581.txt,"Loaded_Language: сбит российский самолет, 
Causal_Oversimplification: так как у нас нет уже авиации, только вертушки остались"
08745_04134.txt,
08747_09054.txt,"Loaded_Language: освободителям, 
Loaded_Language: наши раненые ребята, 
Loaded_Language: Большое спасибо вам, родные!, 
Flag-Waving: освободителям, 
Flag-Waving: наши раненые ребята, 
Repetition: врачи, 
Repetition: вышли свободные от дежурства врачи"
08758_04288.txt,
08765_07686.txt,
08780_05639.txt,
08795_05612.txt,
08798_05119.txt,
08829_02790.txt,"Loaded_Language: уничтожение российского десанта, 
Repetition: украинские спикеры ТРИЖДЫ подтверждали, 
Name_Calling,Labeling: Чеченцы снимают украинские флаги"
08848_08668.txt,"Loaded_Language: значит это ещё один шаг к признанию криптовалюты в России., 
Causal_Oversimplification: Принято решение отключать РФ от SWIFT - МИД Украины., 
Bandwagon: Мир меняется."
08855_04438.txt,
08873_06191.txt,"Loaded_Language: борьбе с распространением российскими СМИ 'пропаганды', 
Causal_Oversimplification: принято по итогам заседания Совета по безопасности и национальной обороны"
08878_04343.txt,
08895_07877.txt,
article111111136.txt,"Loaded_Language: the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years,, 
Name_Calling,Labeling: populist, opposition Sweden Democrats, 
Appeal_to_fear-prejudice: linking public concern about the rising crime rate to a large increase in the numbers of immigrants., 
Exaggeration,Minimisation: Sweden’s murder rate is relatively low in international terms, but gang violence has surged in recent years, 
Repetition: people are shot to death in pizza restaurants, people are killed by hand grenades they find on the street, 
Doubt: the police are unable to cope."
article694356862.txt,"Loaded_Language: Obama's reckless appeasement of the Iranian regime, 
Loaded_Language: disastrous nuclear deal, 
Loaded_Language: a virtual vassal state, 
Loaded_Language: major advance in Iran’s Shiite Crescent expansion, 
Loaded_Language: new monster, 
Loaded_Language: Hezbollah has American blood on its hands, 
Loaded_Language: milquetoast approach to Iran, 
Name_Calling,Labeling: the radical Shiite Iranian regime, 
Name_Calling,Labeling: largest state sponsor of terrorism, 
Repetition: Iran’s growing threat, 
Repetition: Iran has funded and armed its terrorist proxy Hezbollah, 
Exaggeration,Minimisation: Obama turned his back on millions of dissidents, 
Exaggeration,Minimisation: the U.S.-led coalition has chosen not to do anything about Hezbollah’s presence, 
Appeal_to_fear-prejudice: Iran's execution of its regional ambitions, 
Appeal_to_fear-prejudice: a hegemonic threat in the Middle East region, 
Causal_Oversimplification: Obama ran down our options in Syria so thoroughly, 
Appeal_to_Authority: said Andrew Tabler, senior fellow at the Washington Institute for Near East Policy, 
Slogans: Shiite Crescent, 
Whataboutism: While Israel chose not to take sides in Syria's civil war, 
Doubt: Whether the Trump administration follows through remains to be seen, 
Bandwagon: Israel has a more sympathetic ear in the Trump administration than it did in the Obama administration"
article699291100.txt,"Loaded_Language: threatened,, 
Loaded_Language: sordid tale,, 
Loaded_Language: silenced,, 
Loaded_Language: harsh position,, 
Loaded_Language: serious threats,, 
Loaded_Language: corruption,, 
Loaded_Language: bribery,, 
Loaded_Language: extortion,, 
Loaded_Language: money laundering,, 
Loaded_Language: kickbacks,, 
Loaded_Language: criminal case, 
Name_Calling,Labeling: the mainstream media,, 
Name_Calling,Labeling: the Obama administration,, 
Name_Calling,Labeling: the Clintons, 
Repetition: threatened both your reputation and liberty,, 
Repetition: threatened his silence,, 
Repetition: the Obama Justice Department threatened him, 
Exaggeration,Minimisation: the scandal surrounding Russian efforts,, 
Exaggeration,Minimisation: the government’s ability to crack a multimillion dollar racketeering scheme, 
Appeal_to_fear-prejudice: the Obama administration threatened him with loss of freedom,, 
Appeal_to_fear-prejudice: they would bring a criminal case against him, 
Flag-Waving: the approval of the deal by the State Department,, 
Flag-Waving: giving Russia ownership of 20% of U.S. uranium assets, 
Causal_Oversimplification: the Clinton Foundation directly to the scandal,, 
Causal_Oversimplification: the same part of my client that made him go into the FBI in the first place, 
Appeal_to_Authority: Toensing, a former Reagan Justice Department official, 
Doubt: Is he ready to be the Mayor?, 
Whataboutism: the mainstream media has largely ignored it, 
Bandwagon: the scandal surrounding Russian efforts to acquire 20% of America’s uranium reserves"
article700461600.txt,"Loaded_Language: the situation is intolerable,, 
Loaded_Language: strategic disaster,, 
Loaded_Language: a clamor will arise in Congress,, 
Loaded_Language: the interventionist Post is saying, 
Causal_Oversimplification: a failure by the United States to defend its allies or promote new political arrangements for (Syria and Iraq) will lead only to more war, 
Appeal_to_fear-prejudice: the necessity of more U.S. intervention,, 
Appeal_to_fear-prejudice: more terrorist threats, 
Whataboutism: If we rely on the Kurds in Syria, we lose NATO ally Turkey, which regards Syria's Kurds as collaborators of the PKK in Turkey, which even the U.S. designates a terrorist organization., 
Doubt: Would President Trump be willing to fight a new war to keep Iran from consolidating its position in Iraq and Syria?, 
Repetition: Would the American people support such a war with U.S. troops?"
article701933838.txt,
article709732928.txt,"Loaded_Language: Uranium One Bombshell: Evidence of Bribery, Extortion, Kickbacks, Money Laundering, and More!, 
Loaded_Language: this ugly Clinton led deal, 
Loaded_Language: very nervous, 
Loaded_Language: very annoying, 
Loaded_Language: this is all about to get very ugly, 
Loaded_Language: the bad actor, hostile regime, Putin Russia, 
Loaded_Language: national security compromise, 
Loaded_Language: you guys deserve a Pulitzer, 
Name_Calling,Labeling: Clinton camp, 
Name_Calling,Labeling: Clinton team, 
Name_Calling,Labeling: the Clintons themselves, 
Name_Calling,Labeling: bad actor, hostile regime, Putin Russia, 
Repetition: evidence of bribery, kickback, extortion, money laundering, racketeering, 
Repetition: follow the money, 
Exaggeration,Minimisation: the knowledge of key administration officials will be the next thing proven, 
Exaggeration,Minimisation: this is all about to get very ugly, 
Appeal_to_fear-prejudice: giving the Russians control of the uranium was a national security compromise, 
Causal_Oversimplification: If you go back on the last week we heard several things from the Justice Department, there’s no connection to uranium one, 
Doubt: How good are my instincts?, 
Doubt: Is he ready to be the Mayor?, 
Doubt: we don’t have those records, 
Bandwagon: the American people deserve the truth"
article710100700.txt,"Loaded_Language: a threat to public safety,, 
Repetition: foreign fugitives trying to escape law enforcement in their home countries is an ICE top priority,, 
Repetition: ERO has removed more than 1,700 foreign fugitives from the United States who were sought in their native countries for serious crimes,, 
Appeal_to_fear-prejudice: a threat to public safety,, 
Appeal_to_fear-prejudice: who were sought in their native countries for serious crimes, including kidnapping, rape and murder."
article721710340.txt,"Loaded_Language: criminal aliens, 
Loaded_Language: reckless sanctuary policies, 
Loaded_Language: improving public safety, 
Repetition: removing criminal aliens, 
Repetition: criminal prosecution for re-entry after deportation, 
Appeal_to_fear-prejudice: put our communities at risk, 
Flag-Waving: protect the nation, uphold public safety, and protect the integrity of our immigration laws and border controls, 
Causal_Oversimplification: local law enforcement failed to honor an immigration detainer, 
Doubt: Did not honor the ICE detainer that was placed, 
Doubt: pending presentation of criminal prosecution for re-entry after deportation"
article722507879.txt,"Loaded_Language: bribery and money laundering scheme,, 
Loaded_Language: deeply embedded,, 
Loaded_Language: highly valued FBI asset,, 
Loaded_Language: massive Russian 'nuclear money laundering apparatus,', 
Name_Calling,Labeling: Obama administration,, 
Name_Calling,Labeling: congressional republicans, 
Repetition: the FBI had ample evidence of the Russian bribery plot before the Obama administration approved the Uranium One deal,, 
Repetition: the FBI's investigators had already gathered substantial evidence, 
Exaggeration,Minimisation: the leading front end freight forwarding company dedicated to Nuclear Cargo, 
Appeal_to_fear-prejudice: legitimate national security concerns,, 
Appeal_to_fear-prejudice: Russia’s intentions and reach into the U.S. energy market, 
Causal_Oversimplification: the Uranium One deal never should have gone through, 
Whataboutism: But we know that the FBI’s confidential informant was actively compiling incriminating evidence as far back as 2009, 
Doubt: Is he ready to be the Mayor?, 
Bandwagon: I hope AG Sessions gets briefed about the CI and gives the Uranium One case the scrutiny it deserves"
article723501118.txt,"Loaded_Language: turning our country into a hopeless hellhole where the native population is overtaxed and terrorized by warring foreign gangs., 
Name_Calling,Labeling: immigrant gangs, 
Exaggeration,Minimisation: It's Demolition Man in real life pitting refugee war criminals and terrorists against bureaucrats with badges who are used to telling people not to raise their voices., 
Appeal_to_fear-prejudice: Why would anyone associate rising crime and immigration? Maybe because the gangs in question are immigrant gangs., 
Doubt: Of course they can't cope."
article723537899.txt,"Loaded_Language: mortal peril, 
Loaded_Language: ruthless regime, 
Loaded_Language: blatant attack, 
Loaded_Language: flagrant violation, 
Name_Calling,Labeling: terror army, 
Name_Calling,Labeling: traitors, 
Causal_Oversimplification: when near two decades in Afghanistan have failed to secure that nation against the return of al-Qaida and ISIS?, 
Repetition: Have the American people been had again?, 
Appeal_to_fear-prejudice: when the Turks regard them as terrorists?, 
Black-and-White_Fallacy: Are we prepared for a shooting war with a Syrian army, backed by Russia, Iran, Hezbollah and Shiite militias from Iraq, Afghanistan and Pakistan, to hold onto a fourth of Syria's territory in alliance with Kurds?"
article723793978.txt,"Loaded_Language: the new, exciting dynamic, multicultural paradise that so many here in this assembly … have fought to create for so many years,, 
Name_Calling,Labeling: populist, opposition Sweden Democrats, 
Exaggeration,Minimisation: Four people were shot dead in the first week of this year., 
Appeal_to_fear-prejudice: linking public concern about the rising crime rate to a large increase in the numbers of immigrants., 
Repetition: People are shot to death in pizza restaurants, people are killed by hand grenades they find on the street., 
Thought-terminating_Cliches: That’s crazy."
article729368012.txt,"Loaded_Language: this appears to be clear bribery, and a case could be made for treason., 
Name_Calling,Labeling: Hillary Clinton, 
Appeal_to_fear-prejudice: they told Mr. Campbell with the Clinton’s help, it was a shoo-in to get CFIUS approval., 
Doubt: While Democrats have unsurprisingly questioned Campbell's credibility,, 
Exaggeration,Minimisation: Campbell claims to have video evidence of bribe money related to the Uranium One deal being stuffed into suitcases., 
Whataboutism: All of this then goes back to things we have pointed out with ranchers in the western united States and how this impacts them, as well as the land grabs that are unconstitutionally orchestrated by the DC government and the Bureau of Land Management."
article730389374.txt,"Loaded_Language: the most devastating Israeli attack in decades on Syria,, 
Loaded_Language: monumental stupidity,, 
Name_Calling,Labeling: the War Party,, 
Doubt: Has President Trump thought through where we are going with this deepening commitment in Syria?, 
Causal_Oversimplification: what would be the cost and what would be the prospects of fighting a new and wider war?"
article734265267.txt,"Loaded_Language: criminal aliens, 
Loaded_Language: illegal alien, 
Loaded_Language: pose a threat to public safety, 
Repetition: arrested, 
Repetition: deported, 
Repetition: ICE’s commitment, 
Appeal_to_fear-prejudice: keeping our communities safe by locating, arresting and ultimately removing at-large criminal aliens who pose a threat to public safety, 
Flag-Waving: protect the nation, uphold public safety, and protect the integrity of our immigration laws and border controls, 
Causal_Oversimplification: ICE will no longer exempt classes or categories of removable aliens from potential enforcement, 
Doubt: He remains in U.S. Marshals custody pending the outcome of his criminal case."
